report_id,audit_text,entities,category
RPT-1495,Load Balancer L-55 recommends immediate shutdown of Inverter I-90 at Plant 3 due to critical faults.,Inverter I-90; Load Balancer L-55; Plant 3,Safety Compliance
RPT-1496,Cooling Tower recommends immediate shutdown of Load Balancer L-55 at Zone A due to critical faults.,Load Balancer L-55; Zone A; Cooling Tower,System Upgrade
RPT-1497,The inspection of Main Control Panel at Sector 12 revealed non-compliance with Transformer T-101. Immediate action is recommended to avoid downtime.,Transformer T-101; Sector 12; Main Control Panel,Maintenance Recommendation
RPT-1498,The inspection of IEC 60034 Standard at Substation Delta revealed non-compliance with ISO 50001. Immediate action is recommended to avoid downtime.,ISO 50001; Substation Delta; IEC 60034 Standard,Regulatory Violation
RPT-1499,Energy audit suggests that IEC 60034 Standard is outdated. Replacement advised under HVAC System guidelines.,HVAC System; Substation Delta; IEC 60034 Standard,Maintenance Recommendation
RPT-1500,Routine audit of Boiler Unit B-07 confirms adherence to Power Station Alpha. No corrective measures required.,Power Station Alpha; Plant 3; Boiler Unit B-07,Maintenance Recommendation
RPT-1501,"Audit highlights safety issues in Transformer T-101, violating Transformer T-101. Maintenance is due within 30 days at Unit 5.",Transformer T-101; Unit 5,System Upgrade
RPT-1502,Load Balancer L-55 recommends immediate shutdown of Cooling Tower at Unit 5 due to critical faults.,Load Balancer L-55; Cooling Tower; Unit 5,Energy Efficiency
RPT-1503,Cooling Tower at Substation Delta passed quality checks based on standards defined in Transformer T-101.,Transformer T-101; Cooling Tower; Substation Delta,Energy Efficiency
RPT-1504,Inverter I-90 recommends immediate shutdown of Power Station Alpha at Substation Delta due to critical faults.,Power Station Alpha; Inverter I-90; Substation Delta,System Upgrade
RPT-1505,Performance report of ISO 50001 in Zone A aligns with audit benchmarks from IEC 60034 Standard.,Zone A; ISO 50001; IEC 60034 Standard,Regulatory Violation
RPT-1506,Performance report of Cooling Tower in Substation Delta aligns with audit benchmarks from Main Control Panel.,Cooling Tower; Main Control Panel; Substation Delta,Maintenance Recommendation
RPT-1507,Routine audit of Main Control Panel confirms adherence to Inverter I-90. No corrective measures required.,Inverter I-90; Main Control Panel; Substation Delta,Regulatory Violation
RPT-1508,Inspection report indicates IEC 60034 Standard failed operational test at Zone A. Refer to Power Station Alpha for compliance.,Power Station Alpha; Zone A; IEC 60034 Standard,Regulatory Violation
RPT-1509,"Audit reveals HVAC System has exceeded permissible limits as per Inverter I-90, located in Unit 5.",Inverter I-90; Unit 5; HVAC System,Maintenance Recommendation
RPT-1510,Energy audit suggests that Inverter I-90 is outdated. Replacement advised under Cooling Tower guidelines.,Inverter I-90; Zone A; Cooling Tower,Safety Compliance
RPT-1511,"Audit highlights safety issues in Boiler Unit B-07, violating ISO 50001. Maintenance is due within 30 days at Sector 12.",Sector 12; ISO 50001; Boiler Unit B-07,Energy Efficiency
RPT-1512,Routine audit of ISO 50001 confirms adherence to Load Balancer L-55. No corrective measures required.,Load Balancer L-55; ISO 50001; Unit 5,Regulatory Violation
RPT-1513,Zone A showed efficiency losses in Main Control Panel. Suggested upgrade per Boiler Unit B-07.,Zone A; Main Control Panel; Boiler Unit B-07,Energy Efficiency
RPT-1514,The inspection of Inverter I-90 at Plant 3 revealed non-compliance with Inverter I-90. Immediate action is recommended to avoid downtime.,Inverter I-90; Plant 3,System Upgrade
RPT-1515,Power Station Alpha at Sector 12 passed quality checks based on standards defined in Cooling Tower.,Power Station Alpha; Sector 12; Cooling Tower,Regulatory Violation
RPT-1516,Inspection report indicates Inverter I-90 failed operational test at Unit 5. Refer to Main Control Panel for compliance.,Inverter I-90; Unit 5; Main Control Panel,Energy Efficiency
RPT-1517,Routine audit of Boiler Unit B-07 confirms adherence to Main Control Panel. No corrective measures required.,Control Room; Main Control Panel; Boiler Unit B-07,Regulatory Violation
RPT-1518,Power Station Alpha recommends immediate shutdown of IEC 60034 Standard at Plant 3 due to critical faults.,Power Station Alpha; Plant 3; IEC 60034 Standard,Regulatory Violation
RPT-1519,Routine audit of Transformer T-101 confirms adherence to Power Station Alpha. No corrective measures required.,Transformer T-101; Power Station Alpha; Sector 12,System Upgrade
RPT-1520,Routine audit of HVAC System confirms adherence to Load Balancer L-55. No corrective measures required.,Load Balancer L-55; HVAC System; Unit 5,Energy Efficiency
RPT-1521,Transformer T-101 recommends immediate shutdown of Transformer T-101 at Zone A due to critical faults.,Transformer T-101; Zone A,Safety Compliance
RPT-1522,"Audit highlights safety issues in ISO 50001, violating Boiler Unit B-07. Maintenance is due within 30 days at Substation Delta.",ISO 50001; Boiler Unit B-07; Substation Delta,Safety Compliance
RPT-1523,Inverter I-90 recommends immediate shutdown of Inverter I-90 at Plant 3 due to critical faults.,Inverter I-90; Plant 3,Maintenance Recommendation
RPT-1524,Routine audit of Boiler Unit B-07 confirms adherence to HVAC System. No corrective measures required.,Control Room; HVAC System; Boiler Unit B-07,Safety Compliance
RPT-1525,Performance report of ISO 50001 in Plant 3 aligns with audit benchmarks from Main Control Panel.,ISO 50001; Main Control Panel; Plant 3,System Upgrade
RPT-1526,The inspection of ISO 50001 at Control Room revealed non-compliance with Cooling Tower. Immediate action is recommended to avoid downtime.,Control Room; ISO 50001; Cooling Tower,Safety Compliance
RPT-1527,"Audit reveals Inverter I-90 has exceeded permissible limits as per Power Station Alpha, located in Substation Delta.",Inverter I-90; Power Station Alpha; Substation Delta,System Upgrade
RPT-1528,"Audit highlights safety issues in Cooling Tower, violating IEC 60034 Standard. Maintenance is due within 30 days at Unit 5.",Unit 5; Cooling Tower; IEC 60034 Standard,System Upgrade
RPT-1529,The inspection of Inverter I-90 at Zone A revealed non-compliance with Boiler Unit B-07. Immediate action is recommended to avoid downtime.,Inverter I-90; Zone A; Boiler Unit B-07,Regulatory Violation
RPT-1530,Control Room showed efficiency losses in ISO 50001. Suggested upgrade per Transformer T-101.,Transformer T-101; Control Room; ISO 50001,Regulatory Violation
RPT-1531,Routine audit of Load Balancer L-55 confirms adherence to HVAC System. No corrective measures required.,Load Balancer L-55; HVAC System; Control Room,Safety Compliance
RPT-1532,ISO 50001 at Substation Delta passed quality checks based on standards defined in IEC 60034 Standard.,ISO 50001; Substation Delta; IEC 60034 Standard,Regulatory Violation
RPT-1533,Performance report of Boiler Unit B-07 in Control Room aligns with audit benchmarks from Inverter I-90.,Inverter I-90; Control Room; Boiler Unit B-07,System Upgrade
RPT-1534,Cooling Tower at Plant 3 passed quality checks based on standards defined in IEC 60034 Standard.,Cooling Tower; Plant 3; IEC 60034 Standard,System Upgrade
RPT-1535,Inspection report indicates Power Station Alpha failed operational test at Plant 3. Refer to Boiler Unit B-07 for compliance.,Power Station Alpha; Plant 3; Boiler Unit B-07,Regulatory Violation
RPT-1536,The inspection of Transformer T-101 at Zone A revealed non-compliance with Load Balancer L-55. Immediate action is recommended to avoid downtime.,Transformer T-101; Load Balancer L-55; Zone A,Regulatory Violation
RPT-1537,Inspection report indicates Transformer T-101 failed operational test at Control Room. Refer to Cooling Tower for compliance.,Transformer T-101; Control Room; Cooling Tower,Regulatory Violation
RPT-1538,ISO 50001 at Control Room passed quality checks based on standards defined in Load Balancer L-55.,Load Balancer L-55; ISO 50001; Control Room,Safety Compliance
RPT-1539,"Audit reveals Cooling Tower has exceeded permissible limits as per Transformer T-101, located in Substation Delta.",Transformer T-101; Cooling Tower; Substation Delta,Safety Compliance
RPT-1540,ISO 50001 at Plant 3 passed quality checks based on standards defined in Main Control Panel.,ISO 50001; Main Control Panel; Plant 3,Energy Efficiency
RPT-1541,Performance report of Power Station Alpha in Zone A aligns with audit benchmarks from Inverter I-90.,Power Station Alpha; Inverter I-90; Zone A,Regulatory Violation
RPT-1542,Performance report of Transformer T-101 in Sector 12 aligns with audit benchmarks from Inverter I-90.,Transformer T-101; Inverter I-90; Sector 12,Energy Efficiency
RPT-1543,The inspection of Power Station Alpha at Unit 5 revealed non-compliance with ISO 50001. Immediate action is recommended to avoid downtime.,Power Station Alpha; Unit 5; ISO 50001,Safety Compliance
RPT-1544,Energy audit suggests that Main Control Panel is outdated. Replacement advised under ISO 50001 guidelines.,ISO 50001; Main Control Panel; Substation Delta,Safety Compliance
RPT-1545,Boiler Unit B-07 at Zone A passed quality checks based on standards defined in Transformer T-101.,Transformer T-101; Zone A; Boiler Unit B-07,Energy Efficiency
RPT-1546,Energy audit suggests that Boiler Unit B-07 is outdated. Replacement advised under Boiler Unit B-07 guidelines.,Sector 12; Boiler Unit B-07,System Upgrade
RPT-1547,"Audit reveals Transformer T-101 has exceeded permissible limits as per Inverter I-90, located in Substation Delta.",Transformer T-101; Inverter I-90; Substation Delta,Safety Compliance
RPT-1548,Inspection report indicates HVAC System failed operational test at Zone A. Refer to HVAC System for compliance.,HVAC System; Zone A,Maintenance Recommendation
RPT-1549,Inverter I-90 at Unit 5 passed quality checks based on standards defined in HVAC System.,Inverter I-90; Unit 5; HVAC System,Regulatory Violation
RPT-1550,Energy audit suggests that ISO 50001 is outdated. Replacement advised under Transformer T-101 guidelines.,Transformer T-101; Unit 5; ISO 50001,Maintenance Recommendation
RPT-1551,Power Station Alpha at Control Room passed quality checks based on standards defined in Transformer T-101.,Power Station Alpha; Control Room; Transformer T-101,Maintenance Recommendation
RPT-1552,"Audit highlights safety issues in Inverter I-90, violating ISO 50001. Maintenance is due within 30 days at Substation Delta.",Inverter I-90; ISO 50001; Substation Delta,Energy Efficiency
RPT-1553,Boiler Unit B-07 at Control Room passed quality checks based on standards defined in HVAC System.,Control Room; HVAC System; Boiler Unit B-07,Energy Efficiency
RPT-1554,The inspection of Power Station Alpha at Substation Delta revealed non-compliance with HVAC System. Immediate action is recommended to avoid downtime.,Power Station Alpha; HVAC System; Substation Delta,Regulatory Violation
RPT-1555,Cooling Tower recommends immediate shutdown of Main Control Panel at Unit 5 due to critical faults.,Unit 5; Cooling Tower; Main Control Panel,Energy Efficiency
RPT-1556,HVAC System recommends immediate shutdown of Power Station Alpha at Plant 3 due to critical faults.,Power Station Alpha; HVAC System; Plant 3,Safety Compliance
RPT-1557,"Audit reveals ISO 50001 has exceeded permissible limits as per HVAC System, located in Plant 3.",HVAC System; ISO 50001; Plant 3,Energy Efficiency
RPT-1558,The inspection of ISO 50001 at Plant 3 revealed non-compliance with IEC 60034 Standard. Immediate action is recommended to avoid downtime.,ISO 50001; Plant 3; IEC 60034 Standard,Regulatory Violation
RPT-1559,"Audit reveals ISO 50001 has exceeded permissible limits as per Load Balancer L-55, located in Substation Delta.",Load Balancer L-55; ISO 50001; Substation Delta,Maintenance Recommendation
RPT-1560,The inspection of ISO 50001 at Sector 12 revealed non-compliance with ISO 50001. Immediate action is recommended to avoid downtime.,Sector 12; ISO 50001,Regulatory Violation
RPT-1561,Power Station Alpha recommends immediate shutdown of Cooling Tower at Zone A due to critical faults.,Power Station Alpha; Zone A; Cooling Tower,Regulatory Violation
RPT-1562,"Audit highlights safety issues in Boiler Unit B-07, violating Power Station Alpha. Maintenance is due within 30 days at Control Room.",Power Station Alpha; Control Room; Boiler Unit B-07,Energy Efficiency
RPT-1563,"Audit reveals Inverter I-90 has exceeded permissible limits as per Power Station Alpha, located in Zone A.",Inverter I-90; Power Station Alpha; Zone A,Maintenance Recommendation
RPT-1564,Performance report of Boiler Unit B-07 in Substation Delta aligns with audit benchmarks from Load Balancer L-55.,Load Balancer L-55; Boiler Unit B-07; Substation Delta,System Upgrade
RPT-1565,Zone A showed efficiency losses in Boiler Unit B-07. Suggested upgrade per Boiler Unit B-07.,Zone A; Boiler Unit B-07,Energy Efficiency
RPT-1566,Inspection report indicates Boiler Unit B-07 failed operational test at Substation Delta. Refer to IEC 60034 Standard for compliance.,Substation Delta; Boiler Unit B-07; IEC 60034 Standard,Regulatory Violation
RPT-1567,"Audit reveals Inverter I-90 has exceeded permissible limits as per ISO 50001, located in Zone A.",Inverter I-90; Zone A; ISO 50001,Safety Compliance
RPT-1568,The inspection of IEC 60034 Standard at Control Room revealed non-compliance with Power Station Alpha. Immediate action is recommended to avoid downtime.,Power Station Alpha; Control Room; IEC 60034 Standard,Energy Efficiency
RPT-1569,Energy audit suggests that HVAC System is outdated. Replacement advised under ISO 50001 guidelines.,HVAC System; ISO 50001; Substation Delta,Safety Compliance
RPT-1570,Performance report of Boiler Unit B-07 in Unit 5 aligns with audit benchmarks from Main Control Panel.,Unit 5; Main Control Panel; Boiler Unit B-07,Safety Compliance
RPT-1571,Power Station Alpha recommends immediate shutdown of Load Balancer L-55 at Unit 5 due to critical faults.,Power Station Alpha; Load Balancer L-55; Unit 5,Regulatory Violation
RPT-1572,"Audit highlights safety issues in Inverter I-90, violating Transformer T-101. Maintenance is due within 30 days at Unit 5.",Inverter I-90; Unit 5; Transformer T-101,Safety Compliance
RPT-1573,Routine audit of Load Balancer L-55 confirms adherence to IEC 60034 Standard. No corrective measures required.,Load Balancer L-55; Unit 5; IEC 60034 Standard,Maintenance Recommendation
RPT-1574,Performance report of Transformer T-101 in Zone A aligns with audit benchmarks from Transformer T-101.,Transformer T-101; Zone A,Regulatory Violation
RPT-1575,"Audit reveals Transformer T-101 has exceeded permissible limits as per Inverter I-90, located in Zone A.",Transformer T-101; Inverter I-90; Zone A,Regulatory Violation
RPT-1576,The inspection of IEC 60034 Standard at Control Room revealed non-compliance with Load Balancer L-55. Immediate action is recommended to avoid downtime.,Load Balancer L-55; Control Room; IEC 60034 Standard,Safety Compliance
RPT-1577,Inverter I-90 at Sector 12 passed quality checks based on standards defined in ISO 50001.,Inverter I-90; Sector 12; ISO 50001,System Upgrade
RPT-1578,"Audit highlights safety issues in Main Control Panel, violating Boiler Unit B-07. Maintenance is due within 30 days at Zone A.",Zone A; Main Control Panel; Boiler Unit B-07,Maintenance Recommendation
RPT-1579,Inspection report indicates Inverter I-90 failed operational test at Zone A. Refer to IEC 60034 Standard for compliance.,Inverter I-90; Zone A; IEC 60034 Standard,System Upgrade
RPT-1580,Performance report of Transformer T-101 in Unit 5 aligns with audit benchmarks from Boiler Unit B-07.,Transformer T-101; Unit 5; Boiler Unit B-07,Maintenance Recommendation
RPT-1581,Inspection report indicates Cooling Tower failed operational test at Unit 5. Refer to ISO 50001 for compliance.,Unit 5; Cooling Tower; ISO 50001,Maintenance Recommendation
RPT-1582,Performance report of Boiler Unit B-07 in Zone A aligns with audit benchmarks from ISO 50001.,Zone A; ISO 50001; Boiler Unit B-07,Regulatory Violation
RPT-1583,Zone A showed efficiency losses in Main Control Panel. Suggested upgrade per HVAC System.,Zone A; HVAC System; Main Control Panel,Regulatory Violation
RPT-1584,Substation Delta showed efficiency losses in HVAC System. Suggested upgrade per Cooling Tower.,HVAC System; Cooling Tower; Substation Delta,Regulatory Violation
RPT-1585,ISO 50001 at Control Room passed quality checks based on standards defined in Boiler Unit B-07.,Control Room; ISO 50001; Boiler Unit B-07,Energy Efficiency
RPT-1586,Performance report of HVAC System in Control Room aligns with audit benchmarks from Load Balancer L-55.,Load Balancer L-55; HVAC System; Control Room,Maintenance Recommendation
RPT-1587,"Audit reveals Load Balancer L-55 has exceeded permissible limits as per HVAC System, located in Substation Delta.",Load Balancer L-55; HVAC System; Substation Delta,Energy Efficiency
RPT-1588,Inspection report indicates Main Control Panel failed operational test at Unit 5. Refer to IEC 60034 Standard for compliance.,Unit 5; Main Control Panel; IEC 60034 Standard,Energy Efficiency
RPT-1589,Performance report of Power Station Alpha in Plant 3 aligns with audit benchmarks from ISO 50001.,Power Station Alpha; ISO 50001; Plant 3,Energy Efficiency
RPT-1590,Power Station Alpha at Zone A passed quality checks based on standards defined in Inverter I-90.,Power Station Alpha; Inverter I-90; Zone A,System Upgrade
RPT-1591,"Audit reveals Load Balancer L-55 has exceeded permissible limits as per ISO 50001, located in Zone A.",Load Balancer L-55; Zone A; ISO 50001,Regulatory Violation
RPT-1592,The inspection of Main Control Panel at Zone A revealed non-compliance with Load Balancer L-55. Immediate action is recommended to avoid downtime.,Load Balancer L-55; Zone A; Main Control Panel,Energy Efficiency
RPT-1593,"Audit highlights safety issues in ISO 50001, violating ISO 50001. Maintenance is due within 30 days at Unit 5.",Unit 5; ISO 50001,System Upgrade
RPT-1594,Inspection report indicates ISO 50001 failed operational test at Substation Delta. Refer to Cooling Tower for compliance.,ISO 50001; Cooling Tower; Substation Delta,System Upgrade
RPT-1595,Routine audit of Load Balancer L-55 confirms adherence to Load Balancer L-55. No corrective measures required.,Load Balancer L-55; Unit 5,Maintenance Recommendation
RPT-1596,Transformer T-101 at Control Room passed quality checks based on standards defined in Cooling Tower.,Transformer T-101; Control Room; Cooling Tower,Regulatory Violation
RPT-1597,"Audit highlights safety issues in Load Balancer L-55, violating Load Balancer L-55. Maintenance is due within 30 days at Zone A.",Load Balancer L-55; Zone A,Maintenance Recommendation
RPT-1598,Control Room showed efficiency losses in IEC 60034 Standard. Suggested upgrade per Transformer T-101.,Transformer T-101; Control Room; IEC 60034 Standard,Regulatory Violation
RPT-1599,Load Balancer L-55 at Sector 12 passed quality checks based on standards defined in Main Control Panel.,Load Balancer L-55; Sector 12; Main Control Panel,System Upgrade
RPT-1600,"Audit reveals ISO 50001 has exceeded permissible limits as per Cooling Tower, located in Substation Delta.",ISO 50001; Cooling Tower; Substation Delta,Maintenance Recommendation
RPT-1601,IEC 60034 Standard recommends immediate shutdown of ISO 50001 at Plant 3 due to critical faults.,ISO 50001; Plant 3; IEC 60034 Standard,Safety Compliance
RPT-1602,Performance report of Load Balancer L-55 in Control Room aligns with audit benchmarks from IEC 60034 Standard.,Load Balancer L-55; Control Room; IEC 60034 Standard,Regulatory Violation
RPT-1603,Cooling Tower recommends immediate shutdown of ISO 50001 at Unit 5 due to critical faults.,Unit 5; ISO 50001; Cooling Tower,System Upgrade
RPT-1604,Performance report of IEC 60034 Standard in Substation Delta aligns with audit benchmarks from Load Balancer L-55.,Load Balancer L-55; Substation Delta; IEC 60034 Standard,Regulatory Violation
RPT-1605,"Audit reveals Boiler Unit B-07 has exceeded permissible limits as per ISO 50001, located in Control Room.",Control Room; ISO 50001; Boiler Unit B-07,Maintenance Recommendation
RPT-1606,"Audit highlights safety issues in Main Control Panel, violating Load Balancer L-55. Maintenance is due within 30 days at Unit 5.",Load Balancer L-55; Unit 5; Main Control Panel,Energy Efficiency
RPT-1607,Control Room showed efficiency losses in Transformer T-101. Suggested upgrade per Power Station Alpha.,Transformer T-101; Control Room; Power Station Alpha,Maintenance Recommendation
RPT-1608,Performance report of Cooling Tower in Zone A aligns with audit benchmarks from Load Balancer L-55.,Load Balancer L-55; Zone A; Cooling Tower,Maintenance Recommendation
RPT-1609,IEC 60034 Standard at Sector 12 passed quality checks based on standards defined in Transformer T-101.,Transformer T-101; Sector 12; IEC 60034 Standard,Safety Compliance
RPT-1610,Inspection report indicates Load Balancer L-55 failed operational test at Control Room. Refer to Load Balancer L-55 for compliance.,Load Balancer L-55; Control Room,Maintenance Recommendation
RPT-1611,"Audit reveals Main Control Panel has exceeded permissible limits as per Transformer T-101, located in Plant 3.",Transformer T-101; Main Control Panel; Plant 3,Maintenance Recommendation
RPT-1612,Performance report of Main Control Panel in Plant 3 aligns with audit benchmarks from Transformer T-101.,Transformer T-101; Main Control Panel; Plant 3,Regulatory Violation
RPT-1613,IEC 60034 Standard at Plant 3 passed quality checks based on standards defined in Cooling Tower.,Cooling Tower; Plant 3; IEC 60034 Standard,Regulatory Violation
RPT-1614,Substation Delta showed efficiency losses in Cooling Tower. Suggested upgrade per Boiler Unit B-07.,Cooling Tower; Boiler Unit B-07; Substation Delta,Energy Efficiency
RPT-1615,The inspection of HVAC System at Sector 12 revealed non-compliance with Transformer T-101. Immediate action is recommended to avoid downtime.,Transformer T-101; HVAC System; Sector 12,System Upgrade
RPT-1616,The inspection of IEC 60034 Standard at Substation Delta revealed non-compliance with IEC 60034 Standard. Immediate action is recommended to avoid downtime.,Substation Delta; IEC 60034 Standard,Maintenance Recommendation
RPT-1617,Inspection report indicates Main Control Panel failed operational test at Control Room. Refer to Load Balancer L-55 for compliance.,Load Balancer L-55; Main Control Panel; Control Room,Energy Efficiency
RPT-1618,Inspection report indicates Cooling Tower failed operational test at Plant 3. Refer to Inverter I-90 for compliance.,Inverter I-90; Cooling Tower; Plant 3,System Upgrade
RPT-1619,"Audit reveals Transformer T-101 has exceeded permissible limits as per Transformer T-101, located in Sector 12.",Transformer T-101; Sector 12,Energy Efficiency
RPT-1620,Inverter I-90 at Unit 5 passed quality checks based on standards defined in Boiler Unit B-07.,Inverter I-90; Unit 5; Boiler Unit B-07,Maintenance Recommendation
RPT-1621,Inverter I-90 at Sector 12 passed quality checks based on standards defined in Load Balancer L-55.,Inverter I-90; Load Balancer L-55; Sector 12,System Upgrade
RPT-1622,Energy audit suggests that Transformer T-101 is outdated. Replacement advised under IEC 60034 Standard guidelines.,Transformer T-101; Control Room; IEC 60034 Standard,System Upgrade
RPT-1623,Routine audit of Cooling Tower confirms adherence to Transformer T-101. No corrective measures required.,Transformer T-101; Control Room; Cooling Tower,Regulatory Violation
RPT-1624,"Audit highlights safety issues in Main Control Panel, violating Inverter I-90. Maintenance is due within 30 days at Sector 12.",Inverter I-90; Sector 12; Main Control Panel,Regulatory Violation
RPT-1625,The inspection of Transformer T-101 at Control Room revealed non-compliance with Transformer T-101. Immediate action is recommended to avoid downtime.,Transformer T-101; Control Room,Maintenance Recommendation
RPT-1626,Zone A showed efficiency losses in Main Control Panel. Suggested upgrade per IEC 60034 Standard.,Zone A; Main Control Panel; IEC 60034 Standard,Maintenance Recommendation
RPT-1627,Substation Delta showed efficiency losses in Main Control Panel. Suggested upgrade per Transformer T-101.,Transformer T-101; Main Control Panel; Substation Delta,Regulatory Violation
RPT-1628,"Audit highlights safety issues in Load Balancer L-55, violating Power Station Alpha. Maintenance is due within 30 days at Substation Delta.",Power Station Alpha; Load Balancer L-55; Substation Delta,Safety Compliance
RPT-1629,Routine audit of ISO 50001 confirms adherence to Cooling Tower. No corrective measures required.,Control Room; ISO 50001; Cooling Tower,System Upgrade
RPT-1630,Energy audit suggests that Transformer T-101 is outdated. Replacement advised under ISO 50001 guidelines.,Transformer T-101; ISO 50001; Plant 3,Energy Efficiency
RPT-1631,Energy audit suggests that IEC 60034 Standard is outdated. Replacement advised under Main Control Panel guidelines.,Zone A; Main Control Panel; IEC 60034 Standard,Safety Compliance
RPT-1632,ISO 50001 at Sector 12 passed quality checks based on standards defined in Main Control Panel.,Sector 12; ISO 50001; Main Control Panel,Maintenance Recommendation
RPT-1633,The inspection of Inverter I-90 at Zone A revealed non-compliance with Boiler Unit B-07. Immediate action is recommended to avoid downtime.,Inverter I-90; Zone A; Boiler Unit B-07,System Upgrade
RPT-1634,Energy audit suggests that Power Station Alpha is outdated. Replacement advised under ISO 50001 guidelines.,Power Station Alpha; ISO 50001; Plant 3,Energy Efficiency
RPT-1635,Boiler Unit B-07 at Plant 3 passed quality checks based on standards defined in Transformer T-101.,Transformer T-101; Plant 3; Boiler Unit B-07,Safety Compliance
RPT-1636,Performance report of IEC 60034 Standard in Zone A aligns with audit benchmarks from Load Balancer L-55.,Load Balancer L-55; Zone A; IEC 60034 Standard,Maintenance Recommendation
RPT-1637,Inspection report indicates Power Station Alpha failed operational test at Plant 3. Refer to Load Balancer L-55 for compliance.,Power Station Alpha; Load Balancer L-55; Plant 3,Maintenance Recommendation
RPT-1638,Sector 12 showed efficiency losses in Power Station Alpha. Suggested upgrade per Transformer T-101.,Power Station Alpha; Sector 12; Transformer T-101,Regulatory Violation
RPT-1639,ISO 50001 recommends immediate shutdown of Inverter I-90 at Unit 5 due to critical faults.,Inverter I-90; Unit 5; ISO 50001,Regulatory Violation
RPT-1640,Power Station Alpha recommends immediate shutdown of Boiler Unit B-07 at Substation Delta due to critical faults.,Power Station Alpha; Boiler Unit B-07; Substation Delta,System Upgrade
RPT-1641,The inspection of Boiler Unit B-07 at Unit 5 revealed non-compliance with Cooling Tower. Immediate action is recommended to avoid downtime.,Unit 5; Cooling Tower; Boiler Unit B-07,Safety Compliance
RPT-1642,Performance report of Boiler Unit B-07 in Unit 5 aligns with audit benchmarks from IEC 60034 Standard.,Unit 5; Boiler Unit B-07; IEC 60034 Standard,Maintenance Recommendation
RPT-1643,Load Balancer L-55 at Zone A passed quality checks based on standards defined in Main Control Panel.,Load Balancer L-55; Zone A; Main Control Panel,Energy Efficiency
RPT-1644,Inverter I-90 at Zone A passed quality checks based on standards defined in Power Station Alpha.,Inverter I-90; Power Station Alpha; Zone A,Safety Compliance
RPT-1645,Routine audit of Inverter I-90 confirms adherence to Transformer T-101. No corrective measures required.,Inverter I-90; Zone A; Transformer T-101,System Upgrade
RPT-1646,Energy audit suggests that Transformer T-101 is outdated. Replacement advised under Power Station Alpha guidelines.,Transformer T-101; Power Station Alpha; Plant 3,System Upgrade
RPT-1647,"Audit highlights safety issues in Inverter I-90, violating ISO 50001. Maintenance is due within 30 days at Unit 5.",Inverter I-90; Unit 5; ISO 50001,Safety Compliance
RPT-1648,Energy audit suggests that Power Station Alpha is outdated. Replacement advised under Boiler Unit B-07 guidelines.,Power Station Alpha; Zone A; Boiler Unit B-07,Energy Efficiency
RPT-1649,Zone A showed efficiency losses in IEC 60034 Standard. Suggested upgrade per ISO 50001.,Zone A; ISO 50001; IEC 60034 Standard,Energy Efficiency
RPT-1650,IEC 60034 Standard at Sector 12 passed quality checks based on standards defined in HVAC System.,HVAC System; Sector 12; IEC 60034 Standard,Regulatory Violation
RPT-1651,IEC 60034 Standard at Plant 3 passed quality checks based on standards defined in HVAC System.,HVAC System; Plant 3; IEC 60034 Standard,Safety Compliance
RPT-1652,Transformer T-101 at Sector 12 passed quality checks based on standards defined in HVAC System.,Transformer T-101; HVAC System; Sector 12,Regulatory Violation
RPT-1653,The inspection of ISO 50001 at Plant 3 revealed non-compliance with Boiler Unit B-07. Immediate action is recommended to avoid downtime.,ISO 50001; Plant 3; Boiler Unit B-07,Safety Compliance
RPT-1654,IEC 60034 Standard recommends immediate shutdown of Load Balancer L-55 at Zone A due to critical faults.,Load Balancer L-55; Zone A; IEC 60034 Standard,Energy Efficiency
RPT-1655,ISO 50001 at Control Room passed quality checks based on standards defined in Transformer T-101.,Transformer T-101; Control Room; ISO 50001,Maintenance Recommendation
RPT-1656,Inspection report indicates Transformer T-101 failed operational test at Plant 3. Refer to Boiler Unit B-07 for compliance.,Transformer T-101; Plant 3; Boiler Unit B-07,Maintenance Recommendation
RPT-1657,Inspection report indicates Power Station Alpha failed operational test at Zone A. Refer to IEC 60034 Standard for compliance.,Power Station Alpha; Zone A; IEC 60034 Standard,System Upgrade
RPT-1658,"Audit reveals IEC 60034 Standard has exceeded permissible limits as per Transformer T-101, located in Unit 5.",Transformer T-101; Unit 5; IEC 60034 Standard,Safety Compliance
RPT-1659,"Audit reveals IEC 60034 Standard has exceeded permissible limits as per Boiler Unit B-07, located in Unit 5.",Unit 5; Boiler Unit B-07; IEC 60034 Standard,Safety Compliance
RPT-1660,Inspection report indicates Inverter I-90 failed operational test at Zone A. Refer to Inverter I-90 for compliance.,Inverter I-90; Zone A,Safety Compliance
RPT-1661,"Audit reveals IEC 60034 Standard has exceeded permissible limits as per IEC 60034 Standard, located in Sector 12.",Sector 12; IEC 60034 Standard,Energy Efficiency
RPT-1662,The inspection of HVAC System at Control Room revealed non-compliance with ISO 50001. Immediate action is recommended to avoid downtime.,Control Room; HVAC System; ISO 50001,Energy Efficiency
RPT-1663,Cooling Tower recommends immediate shutdown of ISO 50001 at Substation Delta due to critical faults.,ISO 50001; Cooling Tower; Substation Delta,Regulatory Violation
RPT-1664,"Audit reveals Transformer T-101 has exceeded permissible limits as per IEC 60034 Standard, located in Unit 5.",Transformer T-101; Unit 5; IEC 60034 Standard,Safety Compliance
